
    |           BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
    |                   |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |                     
 429|SWIFT J0842.0+0759 |130.504|  8.002|   6.81|2MASX J08420557+0759253       |                               |130.5232|  7.9904|   15.69|   10.91|   21.07| 0.00|2.02|1.58|2.54|      1.00| 0.1338|44.87|          0|          8|QSO                  
 430|SWIFT J0843.5+3551 |130.909| 35.862|   5.65|2MASX J08434495+3549421       |                               |130.9375| 35.8283|   10.74|    7.02|   15.03| 0.00|1.99|1.53|2.55|      0.80| 0.0540|43.87|          0|          5|Sy2                  
 431|SWIFT J0845.0-3531 |131.322|-35.468|   6.47|1RXS J084521.7-353048         |                               |131.3404|-35.5133|   12.76|    9.02|   16.98| 0.00|2.03|1.63|2.48|      0.60| 0.1370|44.80|          0|          8|QSO Sy1.2            
 432|SWIFT J0845.3+1420 |131.345| 14.344|   8.86|2MASX J08451850+1420345       |IRAS F08425+1431               |131.3272| 14.3428|   19.91|   15.36|   24.88| 0.00|1.99|1.68|2.34|      0.80| 0.0606|44.24|          0|          5|Sy1.9                
 433|SWIFT J0854.3-0827 |133.548| -8.418|   5.20|SWIFT J085429.35-082428.6     |                               |133.6220| -8.4078|   13.13|    8.60|   18.28| 0.00|1.79|1.31|2.31|      2.10|-1.0000| NULL|          0|          0|SRC/X-RAY            
 434|SWIFT J0855.6+6425 |133.832| 64.411|   8.65|MCG +11-11-032                |                               |133.8023| 64.3959|   17.71|   13.93|   21.81| 0.00|1.83|1.54|2.13|      1.40| 0.0360|43.73|          0|          5|Sy2                  
 435|SWIFT J0855.7-2856 |133.922|-28.926|   6.48|2MASX J08551746-2854218       |                               |133.8228|-28.9059|    8.53|    5.56|   12.12| 0.00|2.72|2.14|3.55|      0.70|-1.0000| NULL|          0|          2|Galaxy               
 436|SWIFT J0856.0+7812 |134.003| 78.194|   6.63|NGC 2655                      |                               |133.9072| 78.2231|   13.44|    9.72|   17.54| 0.00|1.76|1.40|2.15|      0.90| 0.0047|41.81|          0|          5|Sy2                  
 437|SWIFT J0859.5+4457 |134.910| 44.909|   5.46|NGC 2712                      |                               |134.8770| 44.9139|    8.71|    5.77|   12.21| 0.00|2.42|1.92|3.08|      0.40| 0.0061|41.85|          0|          2|Galaxy               
 438|SWIFT J0902.1-4034 |135.529|-40.579|2554.95|Vela X-1                      |4U 0900-40                     |135.5286|-40.5547| 3931.86| 3928.98| 3934.68| 0.00|2.86|2.86|2.86|  79387.00| 0.0000| NULL|          0|         13|HMXB/NS              
 439|SWIFT J0902.0+6007 |135.621| 60.107|   5.52|Mrk 18                        |                               |135.4930| 60.1520|   12.21|    8.07|   16.86| 0.00|1.57|1.10|2.08|      1.80| 0.0111|42.53|          0|          5|Sy2                  
 440|SWIFT J0902.7-6816 |135.655|-68.229|   8.05|NGC 2788A                     |                               |135.6640|-68.2270|   20.47|   16.33|   24.88| 0.00|1.63|1.36|1.90|      1.50| 0.0133|42.91|          0|          2|XBONG                
 441|SWIFT J0902.7-4814 |135.678|-48.227|  13.11|2MASX J09023729-4813339       |IGR J09026-4812                |135.6555|-48.2261|   29.41|   25.37|   33.66| 0.00|1.90|1.72|2.10|      0.70| 0.0391|44.02|          0|          4|Sy1                  
 442|SWIFT J0902.8-7414 |135.864|-74.240|   4.95|2MASX J09034285-7414170       |                               |135.9287|-74.2381|   12.87|    8.58|   17.68| 0.00|1.50|1.01|2.00|      0.70| 0.0910|44.43|          0|          5|Sy2                  
 443|SWIFT J0904.3+5538 |136.164| 55.596|   7.92|2MASX J09043699+5536025       |                               |136.1540| 55.6008|   15.20|   11.47|   19.33| 0.00|1.93|1.60|2.31|      1.10| 0.0370|43.68|          0|          4|Sy1                  
 444|SWIFT J0908.9-0933 |137.247| -9.675|  12.93|ABELL 754                     |                               |137.2087| -9.6366|   17.97|   15.76|   20.37| 0.00|3.80|3.46|4.22|      1.60| 0.0542|44.10|          4|          3|Galaxy Cluster       
 445|SWIFT J0909.0+0358 |137.271|  3.934|   5.40|1RXS J090915.6+035453         |                               |137.3164|  3.9119|   10.53|    6.55|   15.17| 0.00|1.99|1.47|2.58|      0.90| 3.2000|47.98|          0|          8|QSO                  
 446|SWIFT J0911.2+4533 |137.904| 45.489|   9.33|2MASX J09112999+4528060       |                               |137.8749| 45.4683|   16.00|   12.64|   19.70| 0.00|2.18|1.88|2.51|      0.60| 0.0268|43.42|          0|          5|Sy2                  
 447|SWIFT J0917.2-6221 |139.024|-62.340|  17.62|IRAS 09149-6206               |                               |139.0392|-62.3249|   31.80|   28.27|   35.50| 0.00|2.23|2.06|2.40|      0.60| 0.0573|44.40|          0|          4|Sy1                  
 448|SWIFT J0917.2-6457 |139.327|-64.905|   5.81|2MASX J09172716-6456271       |1RXS J091727.6-645630          |139.3634|-64.9409|   12.97|    9.15|   17.18| 0.00|1.79|1.40|2.21|      0.60| 0.0900|44.42|          0|          2|Galaxy               
 449|SWIFT J0918.5+1618 |139.632| 16.287|  16.61|Mrk 704                       |                               |139.6084| 16.3053|   33.09|   28.98|   37.41| 0.00|2.09|1.92|2.27|      0.90| 0.0292|43.81|          0|          4|Sy1.5                
 450|SWIFT J0919.2+5528 |139.913| 55.403|   4.91|SBS 0915+556                  |                               |139.8050| 55.4653|    8.13|    4.90|   11.95| 0.00|1.96|1.44|2.56|      1.30| 0.0494|43.67|          0|          5|Sy2                  
 451|SWIFT J0920.1+3712 |140.037| 37.208|  10.75|IC 2461                       |                               |139.9920| 37.1910|   19.91|   16.15|   23.97| 0.00|2.03|1.78|2.31|      0.30| 0.0075|42.40|          0|          5|Sy1.9                
 452|SWIFT J0920.5-5511 |140.131|-55.186|  55.81|4U 0919-54                    |2MASS J09202647-5512244        |140.1105|-55.2070|   96.14|   92.76|   99.59| 0.00|2.41|2.35|2.47|      0.80| 0.0000| NULL|          4|         14|LMXB                 
 453|SWIFT J0920.8-0805 |140.177| -8.064|  19.36|MCG -01-24-012                |                               |140.1927| -8.0561|   40.82|   36.70|   45.10| 0.00|2.17|2.03|2.32|      1.80| 0.0196|43.55|          0|          5|Sy2                  
 454|SWIFT J0923.6-2136 |140.932|-21.614|   6.86|PKS 0921-213                  |                               |140.9120|-21.5964|   15.43|   11.23|   20.12| 0.00|2.11|1.72|2.57|      1.30| 0.0520|44.00|          0|          8|Radio Galaxy         
 455|SWIFT J0923.7+2255 |140.947| 22.925|  17.38|MCG +04-22-042                |                               |140.9292| 22.9090|   39.86|   35.50|   44.38| 0.00|1.84|1.70|1.99|      0.60| 0.0323|43.98|          0|          4|Sy1.2                
 456|SWIFT J0924.2-3141 |140.993|-31.695|  11.29|2MASX J09235371-3141305       |                               |140.9739|-31.6919|   19.16|   15.77|   22.86| 0.00|2.74|2.43|3.12|      1.40| 0.0422|43.90|          4|          5|Sy1.9                
 457|SWIFT J0925.2-8423 |141.263|-84.379|   5.54|2MASX J09261742-8421330       |                               |141.5735|-84.3593|    8.83|    5.67|   12.67| 0.00|2.37|1.78|3.13|      1.10| 0.0632|43.93|          0|          5|Sy2                  
 458|SWIFT J0925.0+5218 |141.295| 52.274|  32.07|Mrk 110                       |                               |141.3036| 52.2863|   57.17|   53.59|   60.85| 0.00|2.03|1.94|2.11|      1.50| 0.0353|44.22|          0|          4|Sy1                  
 459|SWIFT J0926.1+6931 |141.521| 69.509|   6.17|2MASX J09254750+6927532       |                               |141.4481| 69.4648|    9.23|    6.18|   12.84| 0.00|2.21|1.73|2.80|      0.40| 0.0390|43.51|          0|          4|Sy1                  
 460|SWIFT J0926.2+1244 |141.526| 12.769|   7.72|Mrk 705                       |                               |141.5137| 12.7343|   15.88|   11.91|   20.27| 0.00|2.10|1.77|2.49|      0.60| 0.0291|43.49|          4|          4|Sy1.2                
 461|SWIFT J0927.3+2301 |141.899| 23.007|   5.33|NGC 2885                      |                               |141.8271| 23.0201|   15.91|   10.98|   21.30| 0.00|1.40|0.96|1.86|      0.90| 0.0263|43.40|          0|          4|Sy1                  
 462|SWIFT J0927.7-6945 |141.929|-69.750|   7.01|SWIFT J092752.58-694438.8     |                               |141.9691|-69.7441|    9.76|    7.46|   12.40| 0.00|2.99|2.56|3.55|      1.20|-1.0000| NULL|          0|          0|SRC/X-RAY            
 463|SWIFT J0929.7+6232 |142.427| 62.520|   5.46|CGCG 312-012                  |                               |142.4077| 62.5440|    9.04|    5.90|   12.67| 0.00|1.99|1.52|2.55|      0.60| 0.0256|43.13|          0|          5|Sy2                  
 464|SWIFT J0931.5-5105 |142.813|-51.097|   5.29|SWIFT J093118.1-510845        |                               |142.8254|-51.1458|    6.63|    3.82|   10.27| 0.00|2.74|1.96|4.01|      0.30| 0.0000| NULL|          0|          1|New source           
 465|SWIFT J0934.7-2156 |143.668|-21.932|   5.78|ESO 565- G 019                |                               |143.6815|-21.9278|   20.68|   15.10|   26.73| 0.00|1.37|0.97|1.76|      0.30| 0.0163|43.09|          0|          5|Sy2                  
 466|SWIFT J0935.5+2616 |143.866| 26.266|   7.18|2MASX J09352707+2617093       |                               |143.8629| 26.2860|   13.27|    9.74|   17.19| 0.00|2.17|1.82|2.60|      0.70| 0.1222|44.71|          0|          4|Sy1                  
 467|SWIFT J0935.9+6120 |143.983| 61.335|   4.83|MCG +10-14-025                |                               |143.9652| 61.3531|    7.83|    4.84|   11.36| 0.00|2.10|1.57|2.75|      0.50| 0.0394|43.45|          0|          4|Sy1.5/LINER/LIRG     
 468|SWIFT J0936.2-6553 |144.011|-65.831|   5.75|2MASX J09360622-6548336       |                               |144.0260|-65.8093|   12.97|    9.22|   17.14| 0.00|1.81|1.44|2.22|      1.20| 0.0392|43.67|          0|          5|Sy1.8                
 469|SWIFT J0939.7-3224 |144.946|-32.389|   5.04|1RXS J093949.2-322620         |                               |144.9550|-32.4390|    5.97|    3.75|    9.28| 0.00|3.66|2.56|5.54|      1.90|-1.0000| NULL|          0|          0|SRC/X-RAY            
 470|SWIFT J0942.2+2344 |145.555| 23.729|   5.20|CGCG 122-055                  |                               |145.5200| 23.6853|   13.76|    9.33|   18.60| 0.00|1.51|1.09|1.96|      2.00| 0.0214|43.15|          0|          4|Sy1                  
 471|SWIFT J0945.6-1420 |146.448|-14.302|  10.75|NGC 2992                      |                               |146.4252|-14.3264|   26.89|   22.13|   31.96| 0.00|1.94|1.71|2.19|      0.30| 0.0077|42.55|          0|          5|Sy2                  
 472|SWIFT J0947.6-3057 |146.934|-30.938|  97.74|MCG -05-23-016                |                               |146.9173|-30.9489|  201.30|  197.09|  205.52| 0.00|2.16|2.13|2.19|     19.30| 0.0085|43.51|          0|          5|Sy2                  
 473|SWIFT J0947.7+0726 |146.934|  7.412|  10.61|3C 227                        |                               |146.9380|  7.4224|   23.62|   19.37|   28.15| 0.00|1.98|1.74|2.24|      0.80| 0.0858|44.64|          4|          4|Sy1 BLRG             
 474|SWIFT J0950.5+7318 |147.509| 73.265|   9.55|VII Zw 292                    |                               |147.4410| 73.2400|   15.48|   11.94|   19.39| 0.00|2.00|1.68|2.35|      1.20| 0.0581|44.10|          4|          6|NLRG                 
 475|SWIFT J0951.9-0649 |147.973| -6.828|   7.09|NGC 3035                      |                               |147.9793| -6.8229|   19.32|   14.58|   24.50| 0.00|1.76|1.44|2.11|      0.70| 0.0145|42.96|          0|          4|Sy1Sy2               
 476|SWIFT J0952.3-6234 |148.069|-62.575|   7.67|IGR J09523-6231               |CXO J095220.1-623234           |148.0840|-62.5430|   15.92|   12.13|   20.05| 0.00|1.94|1.61|2.30|      1.10| 0.2520|45.49|          0|          8|Sy1.9                
 477|SWIFT J0955.5+6907 |148.863| 69.118|   9.74|M 81                          |                               |148.8880| 69.0650|   15.45|   12.19|   19.02| 0.00|2.16|1.87|2.50|      0.40|-0.0001| NULL|          4|          5|Sy1.8 LINER          
 478|SWIFT J0956.1+6942 |149.029| 69.705|   5.71|M 82                          |                               |148.9700| 69.6790|    6.39|    4.39|    8.86| 0.00|3.13|2.50|4.07|      0.60| 0.0007|39.81|          0|          2|Galaxy Sbrst  HII    
 479|SWIFT J0958.0-4208 |149.518|-42.110|   5.50|1RXS J095750.4-420801         |                               |149.4611|-42.1430|    9.16|    6.06|   12.82| 0.00|2.51|2.00|3.19|      0.40|-1.0000| NULL|          0|          0|SRC/X-RAY            
 480|SWIFT J0959.5-2248 |149.858|-22.847|  30.41|NGC 3081                      |                               |149.8731|-22.8263|   83.17|   78.06|   88.38| 0.00|1.77|1.70|1.86|      2.60| 0.0080|43.07|          0|          5|Sy2                  
 481|SWIFT J0959.9+1303 |149.899| 13.034|   4.88|NGC 3080                      |                               |149.9827| 13.0438|    5.89|    2.69|   10.20| 0.00|2.38|1.49|3.84|      0.60| 0.0354|43.23|          0|          4|Sy1                  
 482|SWIFT J0959.7-3112 |149.949|-31.216|   8.07|2MASX J09594263-3112581       |1RXS J095942.1-311300          |149.9277|-31.2162|   17.24|   13.12|   21.77| 0.00|2.11|1.78|2.49|      0.40| 0.0370|43.74|          0|          4|Sy1                  
 483|SWIFT J1001.8+2848 |150.447| 28.796|   4.89|3C 234.0                      |                               |150.4563| 28.7858|    7.47|    4.63|   10.90| 0.00|2.38|1.83|3.10|      0.90| 0.1849|44.86|          4|          4|N Galaxy;Sy1 Sy2     
 484|SWIFT J1001.7+5543 |150.503| 55.651|  17.23|NGC 3079                      |                               |150.4908| 55.6798|   33.03|   29.34|   36.85| 0.00|1.73|1.59|1.87|      3.90| 0.0037|42.00|          0|          5|Sy2                  
 485|SWIFT J1003.4-3726 |150.812|-37.399|   5.09|ESO 374- G 025                |                               |150.8484|-37.3959|   10.51|    6.69|   14.98| 0.00|2.13|1.62|2.77|      1.30| 0.0237|43.13|          0|          4|Sy1                  
 486|SWIFT J1005.9-2305 |151.500|-23.064|   5.73|ESO 499- G 041                |                               |151.4807|-23.0569|   14.63|    9.94|   19.90| 0.00|1.94|1.50|2.46|      0.50| 0.0128|42.73|          0|          4|Sy1.5                
 487|SWIFT J1007.4+6534 |151.688| 65.562|   5.10|1RXS J100712.6+653511         |                               |151.8069| 65.5836|    8.85|    5.72|   12.47| 0.00|1.98|1.50|2.56|      0.80|-1.0000| NULL|          0|          6|Quasar/FSRS          
 488|SWIFT J1008.6-0955 |152.210| -9.918|   4.93|2MASX J10084862-0954510       |                               |152.2025| -9.9142|   13.26|    8.49|   18.74| 0.00|1.81|1.31|2.39|      1.20| 0.0573|44.02|          0|          5|Sy1.8                
 489|SWIFT J1009.3-4250 |152.444|-42.811|  14.30|ESO 263- G 013                |                               |152.4509|-42.8112|   35.35|   30.72|   40.19| 0.00|1.79|1.62|1.97|      1.40| 0.0333|43.96|          0|          5|Sy2                  
 490|SWIFT J1010.0-5819 |152.470|-58.286|  64.85|GRO J1008-57                  |                               |152.4462|-58.2931|  101.00|   98.04|  104.00| 0.00|2.71|2.66|2.76|     13.80| 0.0000| NULL|          0|         13|HMXB                 
 491|SWIFT J1010.1-5747 |152.752|-57.824|  15.20|CD-57 3057                    |IGR J10109-5746                |152.7623|-57.8039|   22.18|   19.52|   25.02| 0.00|2.95|2.72|3.21|      1.00| 0.0000| NULL|          0|         12|Symb/WD              
 492|SWIFT J1013.5-3601 |153.320|-35.968|   6.94|ESO 374- G 044                |                               |153.3330|-35.9827|   20.07|   14.98|   25.59| 0.00|1.54|1.19|1.91|      0.20| 0.0284|43.57|          0|          5|Sy2                  
 493|SWIFT J1017.0-0404 |154.296| -4.071|   5.20|2MASX J10171680-0404558       |SWIFT J101716.8-040454         |154.3201| -4.0822|   14.71|    9.79|   20.26| 0.00|1.56|1.11|2.03|      1.30| 0.0408|43.76|          0|          2|Galaxy               
 494|SWIFT J1020.5-0237A|155.140| -2.604|   5.42|SDSS J102103.08-023642.6      |PMN J1021-0237                 |155.2629| -2.6118|    7.08|    0.00|    0.00| 0.11|2.13|0.00|0.00|      0.80|-1.0000| NULL|          0|         15|Radio Source         
 495|SWIFT J1020.5-0237B|155.140| -2.604|   5.42|2MASX J10195855-0234363       |                               |154.9941| -2.5767|    5.93|    0.00|    0.00| 0.16|2.19|0.00|0.00|      0.20| 0.0602|43.71|          0|          2|Galaxy double nucleus
 496|SWIFT J1021.7-0327 |155.411| -3.485|   8.23|ARK 241                       |                               |155.4177| -3.4539|   20.41|   15.35|   25.93| 0.00|1.81|1.46|2.20|      1.10| 0.0408|43.90|          0|          4|Sy1                  
